id_siniestro,nro_victimas,fecha,franja_hora,tipo_calle,comuna,latitud,longitud,vehiculo_victima,vehiculo_acusado,rol,sexo,edad,gravedad,year,month,quarter,semester,id_victima
LC-2021-0383873,2,2021-08-03,13,calle,14,-34.587818379071,-58.42257141743,auto,auto,,masculino,50,leve,2021,8,3,2,1
LC-2021-0383873,2,2021-08-03,13,calle,14,-34.587818379071,-58.42257141743,auto,auto,,masculino,25,leve,2021,8,3,2,2
LC-2021-0383966,1,2021-08-03,13,calle,9,-34.650101734793,-58.526943997723,,,,masculino,25,leve,2021,8,3,2,1
LC-2021-0384010,1,2021-08-03,14,avenida,1,-34.62407085032,-58.36806351396,moto,auto,,masculino,,leve,2021,8,3,2,1
LC-2021-0384022,2,2021-08-03,14,avenida,13,-34.562190756027,-58.466490696774,,,,femenino,44,leve,2021,8,3,2,1
LC-2021-0384022,2,2021-08-03,14,avenida,13,-34.562190756027,-58.466490696774,,,,femenino,14,leve,2021,8,3,2,2
LC-2021-0384117,1,2021-08-03,15,calle,11,-34.613182508669,-58.481585327009,,,,masculino,24,leve,2021,8,3,2,1
LC-2021-0384186,1,2021-08-03,17,avenida,8,-34.68358661202,-58.480923946139,moto,transporte publico,,masculino,34,grave,2021,8,3,2,1
LC-2021-0384226,1,2021-08-03,15,calle,3,-34.615789820018,-58.393185801291,,,,masculino,27,leve,2021,8,3,2,1
LC-2021-0384234,1,2021-08-03,16,calle,4,-34.640791708605,-58.418250710065,,,,masculino,35,leve,2021,8,3,2,1
LC-2021-0384250,1,2021-08-03,16,calle,14,-34.588072937958,-58.411544894389,peaton,moto,,masculino,12,leve,2021,8,3,2,1
LC-2021-0384288,1,2021-08-03,15,calle,13,-34.557660197273,-58.464616999104,,,,masculino,30,leve,2021,8,3,2,1
LC-2021-0384341,1,2021-08-03,15,avenida,12,-34.55032457595,-58.491583057044,,,,masculino,,leve,2021,8,3,2,1
LC-2021-0384379,1,2021-08-03,14,avenida,3,-34.618461280097,-58.397517522223,,,,masculino,14,leve,2021,8,3,2,1
LC-2021-0384549,1,2021-08-03,8,calle,3,-34.629302755398,-58.40651582545,peaton,,,masculino,57,leve,2021,8,3,2,1
LC-2021-0384604,1,2021-08-03,18,avenida,15,-34.597241149317,-58.476671513636,moto,auto,,masculino,26,leve,2021,8,3,2,1
LC-2021-0384686,1,2021-08-03,18,calle,12,-34.555939333242,-58.485943559493,,,,masculino,60,leve,2021,8,3,2,1
LC-2021-0384814,1,2021-08-03,20,avenida,11,-34.603302592386,-58.507297858195,,,,masculino,42,leve,2021,8,3,2,1
LC-2021-0384841,1,2021-08-03,22,avenida,3,-34.623909758757,-58.401756813011,,,,masculino,26,leve,2021,8,3,2,1
LC-2021-0384848,1,2021-08-03,21,avenida,1,-34.622689090094,-58.391275806155,,,,masculino,39,leve,2021,8,3,2,1
LC-2021-0384904,1,2021-08-03,20,calle,13,-34.55337597368,-58.471259219222,,,,masculino,14,leve,2021,8,3,2,1
LC-2021-0384920,1,2021-08-03,21,avenida,6,-34.611421981649,-58.454032283319,,,,,,leve,2021,8,3,2,1
LC-2021-0388145,1,2021-08-03,14,calle,10,-34.621507528393,-58.518392592789,,,,femenino,34,leve,2021,8,3,2,1
LC-2021-0385114,1,2021-08-04,0,,,,,auto,objeto fijo,,masculino,36,leve,2021,8,3,2,1
LC-2021-0385202,1,2021-08-04,8,avenida,4,-34.652440668659,-58.388910063827,,,,masculino,51,leve,2021,8,3,2,1
LC-2021-0385331,1,2021-08-04,7,avenida,6,-34.619697405305,-58.435540857581,,,,masculino,23,leve,2021,8,3,2,1
LC-2021-0385552,1,2021-08-04,9,calle,6,-34.610914673983,-58.430331925335,,,,masculino,41,leve,2021,8,3,2,1
LC-2021-0385634,1,2021-08-04,9,calle,2,-34.588625664405,-58.403040484721,,,,masculino,24,leve,2021,8,3,2,1
LC-2021-0385663,1,2021-08-04,10,avenida,12,-34.57066048122,-58.49145139552,,,,femenino,80,leve,2021,8,3,2,1
LC-2021-0385795,1,2021-08-04,12,avenida,5,-34.603157228132,-58.422958731772,,,,femenino,77,leve,2021,8,3,2,1
LC-2021-0385863,1,2021-08-04,12,avenida,4,-34.649055361221,-58.378234881324,moto,auto,,masculino,35,leve,2021,8,3,2,1
LC-2021-0385884,1,2021-08-04,11,calle,7,-34.616200173748,-58.458933581433,,,,masculino,42,leve,2021,8,3,2,1
LC-2021-0385994,1,2021-08-04,14,calle,14,-34.571989266682,-58.43408043106,transporte publico,transporte publico,,masculino,56,leve,2021,8,3,2,1
LC-2021-0386090,1,2021-08-04,15,calle,10,-34.629020480494,-58.505355414857,peaton,auto,,femenino,73,leve,2021,8,3,2,1
LC-2021-0386102,3,2021-08-04,15,calle,5,-34.598877119974,-58.417510031238,camioneta,,,masculino,9,leve,2021,8,3,2,1
LC-2021-0386102,3,2021-08-04,15,calle,5,-34.598877119974,-58.417510031238,camioneta,,,masculino,5,leve,2021,8,3,2,2
LC-2021-0386102,3,2021-08-04,15,calle,5,-34.598877119974,-58.417510031238,camioneta,,,masculino,42,leve,2021,8,3,2,3
LC-2021-0386143,1,2021-08-04,15,avenida,4,-34.648424295498,-58.416284774602,moto,,,masculino,36,leve,2021,8,3,2,1
LC-2021-0386213,2,2021-08-04,16,calle,11,-34.611901747537,-58.478997193518,,,,masculino,24,leve,2021,8,3,2,1
LC-2021-0386213,2,2021-08-04,16,calle,11,-34.611901747537,-58.478997193518,,,,masculino,57,leve,2021,8,3,2,2
LC-2021-0386269,1,2021-08-04,17,avenida,14,-34.579647810194,-58.400219590679,moto,transporte publico,,masculino,37,leve,2021,8,3,2,1
LC-2021-0386279,1,2021-08-04,14,gral paz,9,-34.645970654564,-58.528662116319,,,,femenino,31,leve,2021,8,3,2,1
LC-2021-0386379,1,2021-08-04,17,calle,10,-34.624313257634,-58.513686448644,,,,femenino,51,leve,2021,8,3,2,1
LC-2021-0386465,1,2021-08-04,18,calle,9,-34.645854186482,-58.512957709437,,,,femenino,50,leve,2021,8,3,2,1
LC-2021-0386479,1,2021-08-04,16,avenida,12,-34.571405961723,-58.506673824179,peaton,moto,,masculino,20,leve,2021,8,3,2,1
LC-2021-0386537,1,2021-08-04,17,avenida,15,-34.596313848711,-58.467164601973,moto,,,masculino,54,leve,2021,8,3,2,1
LC-2021-0386602,1,2021-08-04,18,calle,5,-34.611875629162,-58.415337104904,,,,femenino,30,leve,2021,8,3,2,1
LC-2021-0386663,1,2021-08-04,20,avenida,14,-34.581748651535,-58.414228446626,peaton,auto,,femenino,23,leve,2021,8,3,2,1
LC-2021-0386693,1,2021-08-04,17,calle,14,-34.577109464289,-58.436019776957,peaton,auto,,masculino,42,leve,2021,8,3,2,1
LC-2021-0386695,1,2021-08-04,16,calle,13,-34.551591211138,-58.472864861834,,,,femenino,32,leve,2021,8,3,2,1
LC-2021-0386734,1,2021-08-04,21,avenida,3,-34.60449606948,-58.395291650992,,,,masculino,50,leve,2021,8,3,2,1
LC-2021-0386857,1,2021-08-04,21,avenida,10,-34.624277954758,-58.511649717275,transporte publico,transporte publico,,femenino,48,leve,2021,8,3,2,1
LC-2021-0386875,1,2021-08-04,23,avenida,4,-34.630280389007,-58.406402786344,moto,auto,,masculino,22,leve,2021,8,3,2,1
LC-2021-0390672,1,2021-08-04,21,calle,8,-34.666928811213,-58.476896642182,moto,auto,,masculino,36,leve,2021,8,3,2,1
LC-2021-0387110,1,2021-08-05,7,calle,1,-34.61607269457,-58.361061055983,camioneta,auto,,masculino,39,leve,2021,8,3,2,1
LC-2021-0387353,1,2021-08-05,8,avenida,15,-34.595884303485,-58.442802705466,peaton,,,masculino,26,leve,2021,8,3,2,1
LC-2021-0387463,1,2021-08-05,11,avenida,10,-34.626830106108,-58.508311071483,moto,auto,,masculino,28,leve,2021,8,3,2,1
LC-2021-0387487,1,2021-08-05,9,calle,3,-34.605421469606,-58.404914909749,peaton,auto,,,,leve,2021,8,3,2,1
LC-2021-0387549,1,2021-08-05,11,calle,10,-34.625302540248,-58.516722725741,,,,femenino,51,leve,2021,8,3,2,1
LC-2021-0387553,1,2021-08-05,0,avenida,4,-34.638928300704,-58.389764610589,moto,,,masculino,18,leve,2021,8,3,2,1
LC-2021-0387731,1,2021-08-05,13,avenida,13,-34.538256524689,-58.476178020985,,,,femenino,32,leve,2021,8,3,2,1
LC-2021-0388354,1,2021-08-05,18,calle,15,-34.598845625565,-58.447671812731,,auto,,masculino,,leve,2021,8,3,2,1
LC-2021-0388391,1,2021-08-05,15,avenida,3,-34.614942309457,-58.407286518407,,,,masculino,37,leve,2021,8,3,2,1
LC-2021-0388399,1,2021-08-05,12,avenida,8,-34.694433186285,-58.466275448075,,,,femenino,25,leve,2021,8,3,2,1
LC-2021-0388433,1,2021-08-05,17,calle,14,-34.565381521765,-58.44032706778,transporte publico,transporte publico,,femenino,30,leve,2021,8,3,2,1
LC-2021-0388436,1,2021-08-05,17,calle,6,-34.62703147041,-58.43593589079,,,,masculino,23,leve,2021,8,3,2,1
LC-2021-0388439,1,2021-08-05,15,avenida,2,-34.584185691079,-58.390565937948,,,,masculino,41,leve,2021,8,3,2,1
LC-2021-0388513,1,2021-08-05,16,calle,1,-34.610831315473,-58.381864835306,,,,masculino,25,leve,2021,8,3,2,1
LC-2021-0388627,1,2021-08-05,20,avenida,6,-34.620409293806,-58.441210963782,,,,femenino,34,leve,2021,8,3,2,1
LC-2021-0388640,1,2021-08-05,19,,,,,transporte publico,transporte publico,,femenino,49,leve,2021,8,3,2,1
LC-2021-0388780,1,2021-08-05,21,avenida,14,-34.571822869962,-58.42174360958,moto,auto,,masculino,50,leve,2021,8,3,2,1
LC-2021-0388817,1,2021-08-05,23,avenida,3,-34.623417205287,-58.399278293328,,,,masculino,26,grave,2021,8,3,2,1
LC-2021-0388826,2,2021-08-05,22,avenida,5,-34.625831630512,-58.418827276769,camioneta,moto,,masculino,19,grave,2021,8,3,2,1
LC-2021-0388826,2,2021-08-05,22,avenida,5,-34.625831630512,-58.418827276769,camioneta,moto,,femenino,30,grave,2021,8,3,2,2
LC-2021-0388832,1,2021-08-05,23,avenida,13,-34.549550404039,-58.46796327733,,,,,,leve,2021,8,3,2,1
LC-2021-0388842,1,2021-08-05,22,avenida,6,-34.619080419856,-58.43775564118,,,,,,leve,2021,8,3,2,1
LC-2021-0388849,1,2021-08-05,23,calle,4,-34.651721596145,-58.418863051389,,,,masculino,40,grave,2021,8,3,2,1
LC-2021-0388940,1,2021-08-05,22,calle,13,-34.554168871057,-58.462218132073,,,,,,leve,2021,8,3,2,1
LC-2021-0391724,1,2021-08-05,18,avenida,3,-34.60447359073,-58.400077277948,,,,femenino,39,leve,2021,8,3,2,1
LC-2021-0399993,1,2021-08-05,19,avenida,8,-34.664667112144,-58.470162016331,taxi,auto,,masculino,,leve,2021,8,3,2,1
LC-2021-0497041,1,2021-08-05,11,,,,,,,,masculino,56,leve,2021,8,3,2,1
LC-2021-0388902,1,2021-08-06,0,avenida,13,-34.534768743446,-58.467434718017,,,,femenino,38,grave,2021,8,3,2,1
LC-2021-0389027,1,2021-08-06,7,avenida,3,-34.610753463276,-58.412203678672,,,,femenino,35,leve,2021,8,3,2,1
LC-2021-0389093,1,2021-08-06,7,calle,13,-34.547291959615,-58.458016298913,,,,femenino,40,leve,2021,8,3,2,1
LC-2021-0389128,1,2021-08-06,9,avenida,4,-34.656735622078,-58.416731683469,auto,camion,,femenino,,leve,2021,8,3,2,1
LC-2021-0389158,1,2021-08-06,9,avenida,15,-34.5785713711,-58.4585311952,moto,taxi,,masculino,40,leve,2021,8,3,2,1
LC-2021-0389217,1,2021-08-06,10,calle,11,-34.61175878542,-58.479372160539,,,,,,leve,2021,8,3,2,1
LC-2021-0389232,1,2021-08-06,7,calle,13,-34.547291959615,-58.458016298913,,,,masculino,60,leve,2021,8,3,2,1
LC-2021-0389273,2,2021-08-06,9,avenida,15,-34.588350571684,-58.48543385266,auto,auto,,masculino,,leve,2021,8,3,2,1
LC-2021-0389273,2,2021-08-06,9,avenida,15,-34.588350571684,-58.48543385266,auto,auto,,femenino,,leve,2021,8,3,2,2
LC-2021-0389348,1,2021-08-06,10,avenida,14,-34.580479984659,-58.404691786574,ciclista,auto,,femenino,,grave,2021,8,3,2,1
LC-2021-0389841,1,2021-08-06,13,avenida,15,-34.588690532901,-58.450768435285,moto,auto,,,,leve,2021,8,3,2,1
LC-2021-0389916,2,2021-08-06,13,avenida,14,-34.582005912119,-58.401656867016,moto,auto,,masculino,49,leve,2021,8,3,2,1
LC-2021-0389916,2,2021-08-06,13,avenida,14,-34.582005912119,-58.401656867016,moto,auto,,,,leve,2021,8,3,2,2
LC-2021-0390031,3,2021-08-06,15,calle,1,-34.616516174261,-58.38134913361,,,,masculino,43,leve,2021,8,3,2,1
LC-2021-0390031,3,2021-08-06,15,calle,1,-34.616516174261,-58.38134913361,,,,femenino,65,leve,2021,8,3,2,2
LC-2021-0390031,3,2021-08-06,15,calle,1,-34.616516174261,-58.38134913361,,,,masculino,31,leve,2021,8,3,2,3
LC-2021-0390139,1,2021-08-06,16,calle,14,-34.584922189863,-58.437190155881,,,,masculino,24,leve,2021,8,3,2,1
LC-2021-0390182,1,2021-08-06,17,avenida,1,-34.600665076189,-58.370621796211,,,,masculino,24,leve,2021,8,3,2,1
LC-2021-0390262,1,2021-08-06,14,calle,13,-34.565961162512,-58.448953980203,,,,masculino,29,leve,2021,8,3,2,1
LC-2021-0390274,1,2021-08-06,15,calle,15,-34.600639498937,-58.442143057539,moto,auto,,femenino,40,leve,2021,8,3,2,1
LC-2021-0390279,1,2021-08-06,17,calle,13,-34.574138358485,-58.457941122708,,,,masculino,59,leve,2021,8,3,2,1
LC-2021-0390417,1,2021-08-06,19,avenida,11,-34.608278941752,-58.481804123275,moto,auto,,masculino,57,leve,2021,8,3,2,1
LC-2021-0390432,2,2021-08-06,15,calle,4,-34.651705425952,-58.373878011665,,,,masculino,47,leve,2021,8,3,2,1
LC-2021-0390432,2,2021-08-06,15,calle,4,-34.651705425952,-58.373878011665,,,,masculino,37,leve,2021,8,3,2,2
LC-2021-0390438,1,2021-08-06,19,calle,5,-34.599611398326,-58.415563516299,,,,masculino,70,leve,2021,8,3,2,1
LC-2021-0390446,1,2021-08-06,19,calle,13,-34.553659601325,-58.452122801458,,,,femenino,17,leve,2021,8,3,2,1
LC-2021-0390474,1,2021-08-06,20,calle,10,-34.638881139592,-58.508698615236,moto,auto,,masculino,31,leve,2021,8,3,2,1
LC-2021-0390503,1,2021-08-06,19,avenida,10,-34.633823090642,-58.521081012205,,,,masculino,34,leve,2021,8,3,2,1
LC-2021-0390600,1,2021-08-06,22,avenida,14,-34.577242334215,-58.430045539749,moto,taxi,,,,leve,2021,8,3,2,1
LC-2021-0390634,1,2021-08-06,21,calle,13,-34.556240414664,-58.44733000337,,,,femenino,32,leve,2021,8,3,2,1
LC-2021-0390914,1,2021-08-06,13,calle,13,-34.55337597368,-58.471259219222,,,,masculino,27,leve,2021,8,3,2,1
LC-2021-0391153,1,2021-08-06,20,avenida,1,-34.613536471293,-58.384955833164,,,,femenino,41,leve,2021,8,3,2,1
LC-2021-0397234,1,2021-08-06,20,avenida,14,-34.580846170072,-58.421599703206,transporte publico,transporte publico,,femenino,80,leve,2021,8,3,2,1
LC-2021-0456658,1,2021-08-06,1,,,,,,,,masculino,43,leve,2021,8,3,2,1
LC-2021-0390746,1,2021-08-07,0,calle,8,-34.659943770451,-58.448999250256,auto,auto,,masculino,24,leve,2021,8,3,2,1
LC-2021-0390793,1,2021-08-07,2,avenida,6,-34.623046061515,-58.434659034914,,,,masculino,30,leve,2021,8,3,2,1
LC-2021-0390892,2,2021-08-07,7,avenida,8,-34.684544562337,-58.482674264957,,,,masculino,32,leve,2021,8,3,2,1
LC-2021-0390892,2,2021-08-07,7,avenida,8,-34.684544562337,-58.482674264957,,,,masculino,26,leve,2021,8,3,2,2
LC-2021-0391060,2,2021-08-07,11,calle,10,-34.614890325566,-58.526268807729,moto,auto,,femenino,23,leve,2021,8,3,2,1
LC-2021-0391060,2,2021-08-07,11,calle,10,-34.614890325566,-58.526268807729,moto,auto,,masculino,23,leve,2021,8,3,2,2
LC-2021-0391141,1,2021-08-07,11,calle,4,-34.648948173529,-58.377133531396,peaton,auto,,masculino,31,leve,2021,8,3,2,1
LC-2021-0391142,1,2021-08-07,11,avenida,10,-34.63389523865,-58.504974818818,,,,masculino,61,leve,2021,8,3,2,1
LC-2021-0391195,1,2021-08-07,10,avenida,15,-34.585022747046,-58.458069319366,peaton,moto,,femenino,12,leve,2021,8,3,2,1
LC-2021-0391262,1,2021-08-07,13,avenida,9,-34.645401695991,-58.493151231853,,,,masculino,23,leve,2021,8,3,2,1
LC-2021-0391267,1,2021-08-07,0,avenida,6,-34.618872331104,-58.437747876235,,,,,,leve,2021,8,3,2,1
LC-2021-0391354,1,2021-08-07,14,calle,15,-34.602010124704,-58.434527768827,moto,taxi,,masculino,,leve,2021,8,3,2,1
LC-2021-0391377,1,2021-08-07,13,gral paz,9,-34.640559183402,-58.529942190033,,,,,,leve,2021,8,3,2,1
LC-2021-0391383,1,2021-08-07,16,calle,4,-34.634246859729,-58.390900300476,peaton,taxi,,masculino,,leve,2021,8,3,2,1
LC-2021-0391395,1,2021-08-07,14,calle,12,-34.563203923551,-58.482716569569,,,,masculino,38,leve,2021,8,3,2,1
LC-2021-0391429,1,2021-08-07,13,calle,15,-34.587440440024,-58.453896762297,transporte publico,auto,,femenino,66,leve,2021,8,3,2,1
LC-2021-0391459,1,2021-08-07,13,calle,9,-34.654229179843,-58.529311419102,,,,femenino,34,leve,2021,8,3,2,1
LC-2021-0391479,2,2021-08-07,17,calle,4,-34.641213399786,-58.398271364533,camioneta,auto,,masculino,49,leve,2021,8,3,2,1
LC-2021-0391479,2,2021-08-07,17,calle,4,-34.641213399786,-58.398271364533,camioneta,auto,,,,leve,2021,8,3,2,2
LC-2021-0391512,1,2021-08-07,16,calle,5,-34.604014699878,-58.414516424559,,,,femenino,81,leve,2021,8,3,2,1
LC-2021-0391668,2,2021-08-07,17,avenida,3,-34.604435273925,-58.392289656654,,,,femenino,26,leve,2021,8,3,2,1
LC-2021-0391668,2,2021-08-07,17,avenida,3,-34.604435273925,-58.392289656654,,,,masculino,27,leve,2021,8,3,2,2
LC-2021-0391677,1,2021-08-07,17,calle,13,-34.557830682312,-58.451718049586,,,,,,leve,2021,8,3,2,1
LC-2021-0391734,1,2021-08-07,20,calle,3,-34.621817784594,-58.406154023932,,,,masculino,32,leve,2021,8,3,2,1
LC-2021-0391765,1,2021-08-07,16,,,,,peaton,camioneta,,masculino,53,leve,2021,8,3,2,1
LC-2021-0391772,1,2021-08-07,18,avenida,1,-34.622130921953,-58.374371602904,ciclista,objeto fijo,,masculino,40,grave,2021,8,3,2,1
LC-2021-0391834,1,2021-08-07,20,avenida,12,-34.553808368425,-58.47694128562,moto,auto,,masculino,30,leve,2021,8,3,2,1
LC-2021-0391850,1,2021-08-07,21,avenida,7,-34.629129133896,-58.440157088049,,,,masculino,39,leve,2021,8,3,2,1
LC-2021-0391892,1,2021-08-07,22,calle,15,-34.603607485822,-58.455183452747,moto,auto,,masculino,26,leve,2021,8,3,2,1
LC-2021-0394291,1,2021-08-07,8,calle,1,-34.609190927189,-58.383441816107,peaton,transporte publico,,femenino,25,leve,2021,8,3,2,1
LC-2021-0394577,1,2021-08-07,13,avenida,5,-34.638946104771,-58.416137870224,,,,femenino,26,leve,2021,8,3,2,1
LC-2021-0397240,1,2021-08-07,8,avenida,13,-34.574838869759,-58.447729177856,,,,masculino,55,leve,2021,8,3,2,1
LC-2021-0402867,1,2021-08-07,15,calle,1,-34.61255687905,-58.387442831217,,,,femenino,42,leve,2021,8,3,2,1
LC-2021-0406094,1,2021-08-07,13,gral paz,12,-34.56919739421,-58.509930461176,moto,camioneta,,masculino,59,leve,2021,8,3,2,1
LC-2021-0437585,1,2021-08-07,14,,,,,,,,masculino,43,leve,2021,8,3,2,1
LC-2021-0391959,1,2021-08-08,0,avenida,12,-34.539988874819,-58.474927694095,auto,objeto fijo,,masculino,,leve,2021,8,3,2,1
LC-2021-0391973,1,2021-08-08,1,avenida,1,-34.622390029979,-58.3858332518,,,,masculino,35,leve,2021,8,3,2,1
LC-2021-0392411,1,2021-08-08,13,avenida,2,-34.597897398445,-58.414630286727,,,,masculino,23,leve,2021,8,3,2,1
LC-2021-0392500,1,2021-08-08,12,gral paz,9,-34.674503135662,-58.502517906284,peaton,,,femenino,29,leve,2021,8,3,2,1
LC-2021-0392527,3,2021-08-08,14,calle,15,-34.597157693856,-58.449634071361,auto,taxi,,,,leve,2021,8,3,2,1
LC-2021-0392527,3,2021-08-08,14,calle,15,-34.597157693856,-58.449634071361,auto,taxi,,,,leve,2021,8,3,2,2
LC-2021-0392527,3,2021-08-08,14,calle,15,-34.597157693856,-58.449634071361,auto,taxi,,femenino,45,leve,2021,8,3,2,3
LC-2021-0392602,1,2021-08-08,16,calle,13,-34.558335080491,-58.453247691936,,,,masculino,21,leve,2021,8,3,2,1
LC-2021-0392815,1,2021-08-08,23,calle,6,-34.628083947218,-58.443173404109,,,,,,leve,2021,8,3,2,1
LC-2021-0392826,1,2021-08-08,22,gral paz,8,-34.688131645666,-58.482443548452,,,,masculino,,leve,2021,8,3,2,1
LC-2021-0393780,1,2021-08-08,19,avenida,5,-34.620641231384,-58.412546232728,moto,transporte publico,,femenino,26,leve,2021,8,3,2,1
LC-2021-0394019,1,2021-08-08,19,avenida,14,-34.57506103786,-58.435529669503,peaton,auto,,masculino,33,leve,2021,8,3,2,1
LC-2021-0404959,3,2021-08-08,18,avenida,1,-34.622862404096,-58.390659768961,auto,,,,,leve,2021,8,3,2,1
LC-2021-0404959,3,2021-08-08,18,avenida,1,-34.622862404096,-58.390659768961,auto,,,,,leve,2021,8,3,2,2
LC-2021-0404959,3,2021-08-08,18,avenida,1,-34.622862404096,-58.390659768961,auto,,,femenino,48,leve,2021,8,3,2,3
LC-2021-0423226,1,2021-08-08,10,gral paz,13,-34.536597390814,-58.468711005516,transporte publico,transporte publico,,femenino,29,leve,2021,8,3,2,1
LC-2021-0392891,1,2021-08-09,2,avenida,15,-34.588690532901,-58.450768435285,,transporte publico,,femenino,27,leve,2021,8,3,2,1
LC-2021-0392924,1,2021-08-09,5,avenida,7,-34.647249198992,-58.449218213577,,,,masculino,74,leve,2021,8,3,2,1
LC-2021-0392950,1,2021-08-09,7,avenida,5,-34.621392696667,-58.422214531678,moto,,,masculino,55,leve,2021,8,3,2,1
LC-2021-0393096,1,2021-08-09,8,avenida,12,-34.583923841383,-58.489831780104,moto,auto,,masculino,21,leve,2021,8,3,2,1
LC-2021-0393125,1,2021-08-09,9,calle,14,-34.593554729422,-58.427224041624,,,,masculino,49,leve,2021,8,3,2,1
LC-2021-0393350,1,2021-08-09,10,calle,7,-34.62447891722,-58.454575466783,,,,masculino,30,leve,2021,8,3,2,1
LC-2021-0393458,1,2021-08-09,10,calle,2,-34.588625664405,-58.403040484721,,,,masculino,27,leve,2021,8,3,2,1
LC-2021-0393469,1,2021-08-09,12,calle,1,-34.607609793028,-58.386312959533,,,,masculino,44,leve,2021,8,3,2,1
LC-2021-0393660,2,2021-08-09,13,avenida,1,-34.592764629935,-58.375335179965,,,,femenino,15,leve,2021,8,3,2,1
LC-2021-0393660,2,2021-08-09,13,avenida,1,-34.592764629935,-58.375335179965,,,,masculino,38,leve,2021,8,3,2,2
LC-2021-0393901,1,2021-08-09,14,avenida,5,-34.632108666499,-58.422865781115,,,,masculino,46,leve,2021,8,3,2,1
LC-2021-0393903,1,2021-08-09,13,avenida,6,-34.621173635036,-58.443514122202,,,,femenino,42,leve,2021,8,3,2,1
LC-2021-0393911,1,2021-08-09,15,calle,15,-34.587888353446,-58.490132265436,moto,auto,,masculino,24,leve,2021,8,3,2,1
LC-2021-0394113,4,2021-08-09,17,calle,8,-34.687332363267,-58.470649322389,auto,auto,,,,leve,2021,8,3,2,1
LC-2021-0394113,4,2021-08-09,17,calle,8,-34.687332363267,-58.470649322389,auto,auto,,,,leve,2021,8,3,2,2
LC-2021-0394113,4,2021-08-09,17,calle,8,-34.687332363267,-58.470649322389,auto,auto,,,,leve,2021,8,3,2,3
LC-2021-0394113,4,2021-08-09,17,calle,8,-34.687332363267,-58.470649322389,auto,auto,,femenino,22,leve,2021,8,3,2,4
LC-2021-0394229,1,2021-08-09,17,calle,2,-34.59371620616,-58.394876094741,,,,femenino,35,leve,2021,8,3,2,1
LC-2021-0394300,1,2021-08-09,18,avenida,10,-34.630379292362,-58.503836749723,moto,,,masculino,32,leve,2021,8,3,2,1
LC-2021-0394364,1,2021-08-09,18,calle,3,-34.60870763619,-58.406541367273,,,,femenino,38,leve,2021,8,3,2,1
LC-2021-0394519,6,2021-08-09,20,calle,4,-34.655840796206,-58.375710780684,auto,transporte publico,,masculino,17,grave,2021,8,3,2,1
LC-2021-0394519,6,2021-08-09,20,calle,4,-34.655840796206,-58.375710780684,auto,transporte publico,,,,grave,2021,8,3,2,2
LC-2021-0394519,6,2021-08-09,20,calle,4,-34.655840796206,-58.375710780684,auto,transporte publico,,femenino,35,grave,2021,8,3,2,3
LC-2021-0394519,6,2021-08-09,20,calle,4,-34.655840796206,-58.375710780684,auto,transporte publico,,masculino,29,grave,2021,8,3,2,4
LC-2021-0394519,6,2021-08-09,20,calle,4,-34.655840796206,-58.375710780684,auto,transporte publico,,masculino,27,grave,2021,8,3,2,5
LC-2021-0394519,6,2021-08-09,20,calle,4,-34.655840796206,-58.375710780684,auto,transporte publico,,,,grave,2021,8,3,2,6
LC-2021-0395792,1,2021-08-09,11,avenida,15,-34.57827342701,-58.470873511947,moto,auto,,masculino,37,leve,2021,8,3,2,1
LC-2021-0596280,1,2021-08-09,13,,,,,,,,,,leve,2021,8,3,2,1
LC-2021-0392374,1,2021-08-10,9,avenida,3,-34.623058595303,-58.396365301885,,,,femenino,67,leve,2021,8,3,2,1
LC-2021-0394824,1,2021-08-10,8,avenida,9,-34.673568054505,-58.501269604257,moto,auto,,masculino,30,leve,2021,8,3,2,1
LC-2021-0394843,1,2021-08-10,9,calle,9,-34.638022605597,-58.52264954338,,,,femenino,28,leve,2021,8,3,2,1
LC-2021-0394855,1,2021-08-10,9,avenida,15,-34.578549069018,-58.469580898821,moto,auto,,masculino,,leve,2021,8,3,2,1
LC-2021-0394939,1,2021-08-10,8,,,,,,,,masculino,21,leve,2021,8,3,2,1
LC-2021-0395082,1,2021-08-10,9,avenida,13,-34.547774557924,-58.44219363513,,,,masculino,52,leve,2021,8,3,2,1
LC-2021-0395175,1,2021-08-10,9,,,,,moto,auto,,masculino,48,leve,2021,8,3,2,1
LC-2021-0395220,1,2021-08-10,11,,,-34.606663,-58.38145,,,,femenino,43,leve,2021,8,3,2,1
LC-2021-0395222,1,2021-08-10,11,avenida,11,-34.610981860794,-58.5293372373,,,,masculino,76,leve,2021,8,3,2,1
LC-2021-0395372,1,2021-08-10,12,calle,10,-34.61917706219,-58.493440410342,,,,femenino,42,leve,2021,8,3,2,1
LC-2021-0395387,1,2021-08-10,12,avenida,1,-34.633354290707,-58.387271098401,moto,camion,,masculino,43,leve,2021,8,3,2,1
LC-2021-0395400,1,2021-08-10,12,,,,,moto,camion,,masculino,24,leve,2021,8,3,2,1
LC-2021-0395508,1,2021-08-10,13,avenida,14,-34.589763621035,-58.422885549948,peaton,moto,,masculino,23,leve,2021,8,3,2,1
LC-2021-0395635,1,2021-08-10,13,avenida,3,-34.607500203982,-58.405893831405,transporte publico,transporte publico,,femenino,67,leve,2021,8,3,2,1
LC-2021-0395735,1,2021-08-10,15,avenida,10,-34.634218532899,-58.523272113978,,,,masculino,33,leve,2021,8,3,2,1
